0.1	1.e-10	0.0002428756201769732	428.37537611490876	1.9088176947202617
0.0251189	5.e-12	0.00001432829215607533	237.39134063797692	1.3827132255535826
0.0398107	5.e-12	0.00001431957368608712	263.8845274835926	1.3903709586563824
0.0630957	5.e-12	0.000010485950462076387	426.986317840769	1.6274263861945948
0.1	5.e-12	9.473166510491903e-6	395.2366810018967	1.541024003767449
0.158489	5.e-12	6.868832584122472e-6	523.0576457622601	1.6434065564634646
0.251189	5.e-12	5.046824611538137e-6	621.9151889294942	1.7010557293772892
0.398107	5.e-12	3.408255870633311e-6	1059.2656442464147	1.8608842083304087
0.630957	5.e-12	2.5068147289737427e-6	816.8015816548591	1.8582827956903425
1	5.e-12	1.8032764676937418e-6	724.6159069012143	1.898470049063533
1.58489	5.e-12	1.1552156211617502e-6	851.27861044897	2.012921803529161
0.0251189	1.e-11	0.000060557534347765704	212.11037173781796	1.330259054960568
0.0398107	1.e-11	0.00005838843249355432	246.5871272957715	1.3861665237355087
0.0630957	1.e-11	0.00004445582705271894	348.6735675079585	1.5712294074154263
0.1	1.e-11	0.00003557204747160351	420.5078770224844	1.6071297892892085
0.158489	1.e-11	0.00002564196869591733	620.379052320943	1.7504666517749974
0.251189	1.e-11	0.000018978893404500225	752.0450330536447	1.8167561559362673
0.398107	1.e-11	0.00001381688182205717	912.0096142508503	1.887888711841003
0.630957	1.e-11	0.000010605144118408735	719.6754403620441	1.8666162625415799
1	1.e-11	7.729360014414957e-6	630.3887481714291	1.9303389601667422
1.58489	1.e-11	5.671742269027467e-6	444.1697513048124	1.9428687831438345
0.0251189	2.e-11	0.0002537715261191754	174.50186893684378	1.1378249607572193
0.0316228	2.e-11	0.00021285255964585754	200.09334882292876	1.2993531033900134
0.0398107	2.e-11	0.0002029350645427051	241.53763563296056	1.4081784330009466
0.0501187	2.e-11	0.00017500061384959406	272.4520983605196	1.478427846607467
0.0630957	2.e-11	0.00015315513847457524	352.58954506223114	1.64978831299487
0.0794328	2.e-11	0.00013402691651876605	397.0340808217224	1.6828495395928615
0.1	2.e-11	0.00012008603246996423	489.78768126341515	1.8000019719185156
0.125892	2.e-11	0.00010396833412696284	536.0403910149313	1.809497337245534
0.158489	2.e-11	0.00009235077134591567	634.7234811193123	1.8789272797853311
0.199526	2.e-11	0.00008151333898930236	649.7355976681825	1.8647339775888563
0.251189	2.e-11	0.00007283849478981743	745.0943026020306	1.9403546583841886
0.316228	2.e-11	0.00006176031181779647	909.2695814031301	2.0280240841891906
0.398107	2.e-11	0.00005479883695121242	907.9166239798597	2.011543131431858
